,district,year,population,pop_growth
715,Kasenengwa,2006,106313.3671875,-5.775633396298829e-05
830,Kasenengwa,2007,108417.015625,0.019787243064081306
945,Kasenengwa,2008,111066.7734375,0.024440423832225333
1060,Kasenengwa,2009,111494.75,0.0038533266903699737
1175,Kasenengwa,2010,114192.3359375,0.024194735066000783
1290,Kasenengwa,2011,113812.40625,-0.003327103210393645
1405,Kasenengwa,2012,117317.84375,0.030800135200550693
1520,Kasenengwa,2013,118655.25,0.01139985365610685
1635,Kasenengwa,2014,120391.0703125,0.01462910669776507
1750,Kasenengwa,2015,122109.7421875,0.01427574213385463
1865,Kasenengwa,2016,122845.9140625,0.00602877265820112
1980,Kasenengwa,2017,124935.6171875,0.017010766218376938
2095,Kasenengwa,2018,127484.4921875,0.02040150805174079
2210,Kasenengwa,2019,127265.4453125,-0.001718223693261689
2325,Kasenengwa,2020,129067.71875,0.014161530123707466
26,Katete,2000,131988.34375,
141,Katete,2001,135215.53125,0.02445054925541479
256,Katete,2002,138304.421875,0.022844199896600248
371,Katete,2003,141677.1875,0.024386535002100862
486,Katete,2004,144968.1875,0.02322886315060435
601,Katete,2005,148054.625,0.021290446912706207
716,Katete,2006,151758.125,0.02501441613188371
831,Katete,2007,155000.765625,0.021367163207900663
946,Katete,2008,158303.640625,0.021308765712749977
1061,Katete,2009,161986.015625,0.02326146755350411
1176,Katete,2010,165610.28125,0.02237394142337701
1291,Katete,2011,170061.484375,0.026877577233750394
1406,Katete,2012,173560.125,0.020572798349126398
1521,Katete,2013,177661.0625,0.02362833917064755
1636,Katete,2014,181932.15625,0.02404068561731143
1751,Katete,2015,185858.875,0.021583423353726205
1866,Katete,2016,189763.578125,0.02100896782572259
1981,Katete,2017,193318.203125,0.01873186116704928
2096,Katete,2018,196778.421875,0.01789908396656581
2211,Katete,2019,200289.859375,0.01784462679668497
2326,Katete,2020,203527.015625,0.016162357196222832
38,Kawambwa,2000,71462.7890625,
153,Kawambwa,2001,73568.4140625,0.029464635058652044
268,Kawambwa,2002,75529.25,0.026653231043341163
383,Kawambwa,2003,77464.875,0.02562748868815734
498,Kawambwa,2004,79438.9921875,0.025484029858694024
613,Kawambwa,2005,81414.09375,0.024863124620692068
728,Kawambwa,2006,83540.84375,0.02612262695609746
843,Kawambwa,2007,85514.0859375,0.023620089275193656
958,Kawambwa,2008,87635.203125,0.024804301703584386
1073,Kawambwa,2009,89918.421875,0.026053670997296496
1188,Kawambwa,2010,92174.78125,0.02509340497697643
1303,Kawambwa,2011,94698.359375,0.027378184040984577
1418,Kawambwa,2012,97249.7109375,0.02694187712795304
1533,Kawambwa,2013,99887.140625,0.02712018022547147
1648,Kawambwa,2014,102313.5546875,0.024291555923192654
1763,Kawambwa,2015,104775.28125,0.02406061024874906
1878,Kawambwa,2016,107367.1328125,0.024737242712006502
1993,Kawambwa,2017,109634.578125,0.021118616592470163
2108,Kawambwa,2018,111994.9453125,0.021529404571692945
2223,Kawambwa,2019,114174.90625,0.019464815411242453
2338,Kawambwa,2020,116340.765625,0.018969661952317196
90,Kazungula,2000,77068.375,
205,Kazungula,2001,79601.71875,0.032871378824323116
320,Kazungula,2002,83441.1953125,0.04823358870627392
435,Kazungula,2003,86473.125,0.03633612481394777
550,Kazungula,2004,89507.5625,0.03509110489530709
665,Kazungula,2005,92430.140625,0.03265174520868008
780,Kazungula,2006,95766.4375,0.036095334838186055
895,Kazungula,2007,99429.859375,0.03825371362488039
1010,Kazungula,2008,103017.1796875,0.03607890361154409
1125,Kazungula,2009,106767.171875,0.036401619602434376
1240,Kazungula,2010,109608.3359375,0.026610839386345786
1355,Kazungula,2011,113775.796875,0.038021386802882695
1470,Kazungula,2012,118950.3515625,0.045480276382375395
1585,Kazungula,2013,123371.4140625,0.037167292420124065
1700,Kazungula,2014,130154.8046875,0.05498348767862482
1815,Kazungula,2015,135669.09375,0.04236715713829953
1930,Kazungula,2016,139574.78125,0.028788336326599717
2045,Kazungula,2017,144892.671875,0.03810065527149087
2160,Kazungula,2018,149903.859375,0.03458551378169905
2275,Kazungula,2019,155058.140625,0.0343839129391994
2390,Kazungula,2020,159471.0625,0.02845978842008967
14,Kitwe,2000,443376.9375,
129,Kitwe,2001,455859.1875,0.028152682163356868
244,Kitwe,2002,467154.53125,0.024778142153820237
359,Kitwe,2003,480574.53125,0.028727110842938997
474,Kitwe,2004,496432.90625,0.032998783682421706
589,Kitwe,2005,506868.46875,0.02102109342192704
704,Kitwe,2006,517865.46875,0.021695963899904802
819,Kitwe,2007,532773.4375,0.028787338893215164
934,Kitwe,2008,545734.4375,0.024327414033286976
1049,Kitwe,2009,564577.625,0.03452812614560363
1164,Kitwe,2010,577757.25,0.023344221266296206
1279,Kitwe,2011,591546.6875,0.023867182108056717
1394,Kitwe,2012,607170.625,0.026412010801767805
1509,Kitwe,2013,628439.625,0.035029692024379555
1624,Kitwe,2014,645032.875,0.026403888838168132
1739,Kitwe,2015,662173.25,0.026572870413775318
1854,Kitwe,2016,677630.375,0.023343022388778056
1969,Kitwe,2017,694225.125,0.024489383316088853
2084,Kitwe,2018,710175.0625,0.022975166016931503
2199,Kitwe,2019,725916.0,0.022164869383878072
2314,Kitwe,2020,741670.3125,0.021702666010943394
58,Lavushimanda,2000,30618.421875,
173,Lavushimanda,2001,31158.66796875,0.017644478737524727
288,Lavushimanda,2002,31201.689453125,0.0013807228350759537
403,Lavushimanda,2003,31450.837890625,0.00798509445696216
518,Lavushimanda,2004,31165.56640625,-0.009070393779875618
633,Lavushimanda,2005,31377.8984375,0.006813032963438159
748,Lavushimanda,2006,32354.03515625,0.031109053421608746
863,Lavushimanda,2007,32530.8359375,0.005464566642032764
978,Lavushimanda,2008,34409.88671875,0.057762142505656255
1093,Lavushimanda,2009,34555.953125,0.004244896457924252
1208,Lavushimanda,2010,34851.140625,0.008542305255832883
1323,Lavushimanda,2011,37045.94921875,0.06297666459087381
1438,Lavushimanda,2012,36665.61328125,-0.010266599871801896
1553,Lavushimanda,2013,36506.52734375,-0.004338832035337914
1668,Lavushimanda,2014,37707.8359375,0.03290667946688908
1783,Lavushimanda,2015,37632.5625,-0.001996227988918964
1898,Lavushimanda,2016,38943.86328125,0.03484484430870216
2013,Lavushimanda,2017,39176.26171875,0.005967523967040256
2128,Lavushimanda,2018,39239.90234375,0.0016244690587601252
2243,Lavushimanda,2019,39802.23828125,0.014330717048524066
2358,Lavushimanda,2020,40845.5234375,0.026211720780071612
101,Limulunga,2000,44143.84375,
216,Limulunga,2001,44611.3046875,0.010589493297125996
331,Limulunga,2002,45445.15234375,0.018691398112901325
446,Limulunga,2003,46051.33203125,0.013338709548486483
561,Limulunga,2004,46882.05078125,0.018038973322992646
676,Limulunga,2005,47221.12890625,0.007232578766277253
791,Limulunga,2006,47949.6796875,0.0154284914004581
906,Limulunga,2007,48718.171875,0.0160270557073261
1021,Limulunga,2008,49474.37890625,0.015522073225371802
1136,Limulunga,2009,50087.87109375,0.012400199882499185
1251,Limulunga,2010,50704.71875,0.012315309929931795
1366,Limulunga,2011,51249.32421875,0.010740725561168896
1481,Limulunga,2012,52717.09375,0.02863978313128679
1596,Limulunga,2013,53214.24609375,0.009430571914825991
1711,Limulunga,2014,53848.87109375,0.011925847805528411
1826,Limulunga,2015,54652.26171875,0.0149193587290124
1941,Limulunga,2016,55275.89453125,0.011410924139046985
2056,Limulunga,2017,55728.58984375,0.008189741954226948
2171,Limulunga,2018,56209.875,0.008636234248873276
2286,Limulunga,2019,56801.3046875,0.010521811114150292
2401,Limulunga,2020,57150.9921875,0.006156328660474442
91,Livingstone,2000,111337.171875,
206,Livingstone,2001,115162.2265625,0.03435559412084266
321,Livingstone,2002,117959.0859375,0.02428625651382399
436,Livingstone,2003,121598.21875,0.03085080546002339
551,Livingstone,2004,125045.4765625,0.028349574919246168
666,Livingstone,2005,128175.0,0.025027082334608153
781,Livingstone,2006,132421.421875,0.033129876145894244
896,Livingstone,2007,135725.40625,0.02495052785431362
1011,Livingstone,2008,139382.25,0.026942956746537572
1126,Livingstone,2009,143079.828125,0.026528328571249205
1241,Livingstone,2010,147883.171875,0.03357107576201179
1356,Livingstone,2011,152230.5,0.029397044098260494
1471,Livingstone,2012,156845.09375,0.030313201033958403
1586,Livingstone,2013,161040.828125,0.026750816838986946
1701,Livingstone,2014,165231.25,0.02602086640878043
1816,Livingstone,2015,169902.28125,0.028269659946287495
1931,Livingstone,2016,174106.546875,0.024745198204924046
2046,Livingstone,2017,178107.640625,0.022980719690412377
2161,Livingstone,2018,182248.15625,0.0232472655887781
2276,Livingstone,2019,186308.703125,0.02228031799361485
2391,Livingstone,2020,190387.859375,0.021894609224257122
102,Luampa,2000,40671.796875,
217,Luampa,2001,41298.15625,0.015400336919586755
332,Luampa,2002,42988.4375,0.04092873395528396
447,Luampa,2003,43536.44921875,0.012747886422947996
562,Luampa,2004,44594.875,0.024311256435542328
677,Luampa,2005,46435.77734375,0.04128058086831721
792,Luampa,2006,47580.796875,0.024658132085821904
907,Luampa,2007,48952.56640625,0.028830318560107093
1022,Luampa,2008,50156.14453125,0.024586619524943565
1137,Luampa,2009,51353.15234375,0.023865626508716264
1252,Luampa,2010,52918.25,0.03047714862319406
1367,Luampa,2011,54128.015625,0.022861028567649155
1482,Luampa,2012,55475.0546875,0.02488617118041625
1597,Luampa,2013,57003.99609375,0.027560881460374942
1712,Luampa,2014,59491.39453125,0.04363550992827192
1827,Luampa,2015,60629.046875,0.01912297320837575
1942,Luampa,2016,62315.4921875,0.02781579786297761
2057,Luampa,2017,63457.53515625,0.018326790476334898
2172,Luampa,2018,65524.29296875,0.03256914734256644
2287,Luampa,2019,66659.03125,0.017317825646606888
2402,Luampa,2020,68003.34375,0.02016699725140403
50,Luangwa,2000,19621.17578125,
165,Luangwa,2001,20044.0,0.02154938233385839
280,Luangwa,2002,20490.822265625,0.022292070725653534
395,Luangwa,2003,21019.7265625,0.025811765385436836
510,Luangwa,2004,21443.849609375,0.020177381737764843
625,Luangwa,2005,21880.953125,0.0203836309052412
740,Luangwa,2006,22392.548828125,0.023380869206308885
855,Luangwa,2007,22861.00390625,0.020920132036805983
970,Luangwa,2008,23282.625,0.01844280747595395
1085,Luangwa,2009,23792.47265625,0.02189820332758874
1200,Luangwa,2010,24293.900390625,0.021075057713401568
1315,Luangwa,2011,24841.005859375,0.02252028122092442
1430,Luangwa,2012,25396.81640625,0.022374719849165725
1545,Luangwa,2013,25984.60546875,0.023144202529075564
1660,Luangwa,2014,26443.6953125,0.01766776271828019
1775,Luangwa,2015,26949.94140625,0.019144302177415362
1890,Luangwa,2016,27413.705078125,0.017208336926752832
2005,Luangwa,2017,27902.447265625,0.0178283886146422
2120,Luangwa,2018,28374.11328125,0.016904109203570883
2235,Luangwa,2019,28846.79296875,0.016658835566585095
2350,Luangwa,2020,29286.73046875,0.015250828765491775
6,Luano,2000,19328.677734375,
121,Luano,2001,19945.005859375,0.031886719488519066
236,Luano,2002,20734.619140625,0.039589523654055325
351,Luano,2003,21551.826171875,0.039412685890567456
466,Luano,2004,22580.8671875,0.04774727707148507
581,Luano,2005,23435.375,0.037842116753294075
696,Luano,2006,24267.833984375,0.03552147061333555
811,Luano,2007,25329.44140625,0.043745454273278916
926,Luano,2008,26153.873046875,0.03254835459662253
1041,Luano,2009,27101.103515625,0.036217598328641465
1156,Luano,2010,28125.1171875,0.037784943749047395
1271,Luano,2011,29168.869140625,0.037111025926280794
1386,Luano,2012,30085.943359375,0.03144017048891157
1501,Luano,2013,31298.89453125,0.040316208715357904
1616,Luano,2014,32748.046875,0.04630043218629054
1731,Luano,2015,33870.859375,0.034286395896701904
1846,Luano,2016,35184.23828125,0.03877607272106598
1961,Luano,2017,36415.55078125,0.03499613918474909
2076,Luano,2018,37611.140625,0.0328318484301382
2191,Luano,2019,38720.359375,0.029491760461598515
2306,Luano,2020,39939.00390625,0.03147296540942812
15,Luanshya,2000,155778.40625,
130,Luanshya,2001,155745.671875,-0.00021013422712434782
245,Luanshya,2002,155936.125,0.001222846983207626
360,Luanshya,2003,156482.078125,0.0035011330761232085
475,Luanshya,2004,157096.09375,0.003923871873106943
590,Luanshya,2005,157147.546875,0.0003275264443041159
705,Luanshya,2006,158284.75,0.007236531193863138
820,Luanshya,2007,158612.421875,0.002070141785611046
935,Luanshya,2008,159150.59375,0.003392999543403441
1050,Luanshya,2009,158015.609375,-0.007131512036850363
1165,Luanshya,2010,158730.25,0.004522595127320894
1280,Luanshya,2011,161973.734375,0.02043393981298469
1395,Luanshya,2012,160047.5,-0.011892263782351309
1510,Luanshya,2013,161124.109375,0.006726811571564628
1625,Luanshya,2014,163128.453125,0.012439750685200535
1740,Luanshya,2015,163779.78125,0.0039927315714869405
1855,Luanshya,2016,164522.265625,0.004533431229015061
1970,Luanshya,2017,164458.890625,-0.0003852062197128303
2085,Luanshya,2018,164866.875,0.0024807681326897146
2200,Luanshya,2019,164917.0625,0.0003044122720226028
2315,Luanshya,2020,165416.859375,0.003030595303017858
16,Lufwanyama,2000,64802.94140625,
131,Lufwanyama,2001,65905.875,0.017019807586135638
246,Lufwanyama,2002,67006.1171875,0.0166941443004891
361,Lufwanyama,2003,68379.5390625,0.020496962555774045
476,Lufwanyama,2004,69367.7109375,0.014451280142394607
591,Lufwanyama,2005,71042.671875,0.024146118054971355
706,Lufwanyama,2006,72240.796875,0.01686486400888909
821,Lufwanyama,2007,73926.484375,0.023334287174555657
936,Lufwanyama,2008,75132.578125,0.016314772171255543
1051,Lufwanyama,2009,76552.734375,0.01890200343767323
1166,Lufwanyama,2010,78348.3046875,0.023455338691159566
1281,Lufwanyama,2011,79559.1328125,0.015454426612413696
1396,Lufwanyama,2012,81719.078125,0.02714892981036421
1511,Lufwanyama,2013,83432.6640625,0.020969227465817086
1626,Lufwanyama,2014,84223.3203125,0.00947657921372036
1741,Lufwanyama,2015,85755.4140625,0.018190849568924028
1856,Lufwanyama,2016,87264.8125,0.01760120283950739
1971,Lufwanyama,2017,88583.78125,0.015114554334257013
2086,Lufwanyama,2018,89699.2109375,0.01259180486269873
2201,Lufwanyama,2019,90764.0390625,0.011871098016034365
2316,Lufwanyama,2020,91826.421875,0.011704886907560885
103,Lukulu,2000,40837.17578125,
218,Lukulu,2001,42549.5625,0.041932055437002624
333,Lukulu,2002,44166.0390625,0.03799043909088362
448,Lukulu,2003,45862.9140625,0.038420357270406935
563,Lukulu,2004,47533.41796875,0.036423850084482456
678,Lukulu,2005,49227.6484375,0.03564293377479899
793,Lukulu,2006,51174.45703125,0.03954705649248491
908,Lukulu,2007,53123.90625,0.03809418471327519
1023,Lukulu,2008,55112.21875,0.03742782939648759
1138,Lukulu,2009,57161.6015625,0.03718563431090316
1253,Lukulu,2010,59129.55078125,0.034427818062414905
1368,Lukulu,2011,61781.26953125,0.04484591401362148
1483,Lukulu,2012,64543.37890625,0.044707876609801245
1598,Lukulu,2013,67075.7265625,0.03923481694269926
1713,Lukulu,2014,69405.4921875,0.03473336398121862
1828,Lukulu,2015,71681.53125,0.03279335670369199
1943,Lukulu,2016,74382.7265625,0.037683281389165435
2058,Lukulu,2017,76919.5234375,0.03410465026269849
2173,Lukulu,2018,79324.9375,0.031271827424340204
2288,Lukulu,2019,82045.328125,0.03429426748681652
2403,Lukulu,2020,84398.2109375,0.028677840241131847
27,Lumezi,2000,82831.1171875,
142,Lumezi,2001,87011.078125,0.050463655199024515
257,Lumezi,2002,89021.4453125,0.02310472678676523
372,Lumezi,2003,92097.8515625,0.03455803530487089
487,Lumezi,2004,95130.703125,0.03293075257506772
602,Lumezi,2005,97514.21875,0.02505516669910568
717,Lumezi,2006,101347.84375,0.03931349755083802
832,Lumezi,2007,104644.4921875,0.03252805699183914
947,Lumezi,2008,107364.515625,0.025992991897044293
1062,Lumezi,2009,111157.875,0.03533159305863531
1177,Lumezi,2010,114556.7890625,0.030577357317239207
1292,Lumezi,2011,118637.9921875,0.03562602582002694
1407,Lumezi,2012,122491.2578125,0.032479187770728224
1522,Lumezi,2013,126327.4921875,0.031318434013243746
1637,Lumezi,2014,132939.5,0.05234021271225919
1752,Lumezi,2015,135663.453125,0.02049017128092112
1867,Lumezi,2016,140125.671875,0.03289182640728239
1982,Lumezi,2017,143728.03125,0.025708061390874226
2097,Lumezi,2018,148208.46875,0.031173024920982506
2212,Lumezi,2019,151485.234375,0.022109165910939144
2327,Lumezi,2020,156328.203125,0.031969906307906415
28,Lundazi,2000,83409.0234375,
143,Lundazi,2001,84674.46875,0.01517156370315531
258,Lundazi,2002,88086.015625,0.04029014796741781
373,Lundazi,2003,90695.921875,0.02962906463054127
488,Lundazi,2004,93194.5625,0.0275496469228651
603,Lundazi,2005,95481.875,0.024543411532190973
718,Lundazi,2006,97735.28125,0.023600356088524732
833,Lundazi,2007,100902.640625,0.03240753323150636
948,Lundazi,2008,103572.390625,0.02645867326626261
1063,Lundazi,2009,105806.6875,0.021572321170896025
1178,Lundazi,2010,108481.84375,0.025283432580762044
1293,Lundazi,2011,111497.125,0.027795261822326944
1408,Lundazi,2012,115423.4375,0.03521447301892322
1523,Lundazi,2013,119361.6796875,0.03411995234936582
1638,Lundazi,2014,120221.21875,0.007201130754446172
1753,Lundazi,2015,125123.5546875,0.0407776263497579
1868,Lundazi,2016,128302.7109375,0.02540813564592259
1983,Lundazi,2017,131721.90625,0.026649439341664305
2098,Lundazi,2018,134210.59375,0.018893497451188068
2213,Lundazi,2019,138208.609375,0.02978912106183862
2328,Lundazi,2020,139956.65625,0.012647887008667036
39,Lunga,2000,21942.259765625,
154,Lunga,2001,22421.634765625,0.021847111697720134
269,Lunga,2002,23070.37890625,0.028933846590865064
384,Lunga,2003,23495.546875,0.018429171470383476
499,Lunga,2004,23879.748046875,0.016352084670299805
614,Lunga,2005,24342.453125,0.019376463990186554
729,Lunga,2006,24817.0703125,0.019497508532225982
844,Lunga,2007,25239.357421875,0.01701599359060113
959,Lunga,2008,25712.810546875,0.01875852530974731
1074,Lunga,2009,26253.814453125,0.02104024782758529
1189,Lunga,2010,26697.17578125,0.016887501392096826
1304,Lunga,2011,27292.18359375,0.02228729425821463
1419,Lunga,2012,27873.173828125,0.021287788585302003
1534,Lunga,2013,28372.892578125,0.017928304579931442
1649,Lunga,2014,28908.40234375,0.018873992637531423
1764,Lunga,2015,29394.63671875,0.016819828685728844
1879,Lunga,2016,29934.4140625,0.018363123481151655
1994,Lunga,2017,30402.732421875,0.015644814640340066
2109,Lunga,2018,30865.486328125,0.015220799888270742
2224,Lunga,2019,31245.5625,0.01231395377459732
2339,Lunga,2020,31638.076171875,0.012562221335429724
77,Lunte District,2000,46074.0234375,
192,Lunte District,2001,47415.6875,0.02911975040165493
307,Lunte District,2002,48787.48828125,0.02893136962845899
422,Lunte District,2003,50194.09765625,0.028831354606557724
537,Lunte District,2004,51644.98828125,0.028905602306795064
652,Lunte District,2005,53039.390625,0.026999761064061323
767,Lunte District,2006,54509.3828125,0.027715103250208095
882,Lunte District,2007,56011.67578125,0.02756026377912857
997,Lunte District,2008,57564.015625,0.027714575971848454
1112,Lunte District,2009,59177.76171875,0.0280339388458013
1227,Lunte District,2010,60768.2421875,0.02687632013371788
1342,Lunte District,2011,62319.046875,0.025519985961005798
1457,Lunte District,2012,64025.9921875,0.027390427134160067
1572,Lunte District,2013,65789.765625,0.02754777204131087
1687,Lunte District,2014,67774.5234375,0.03016818487867967
1802,Lunte District,2015,69612.7109375,0.02712210144413829
1917,Lunte District,2016,71368.1796875,0.025217646696392926
2032,Lunte District,2017,73053.296875,0.023611603867138342
2147,Lunte District,2018,74837.421875,0.024422237959400794
2262,Lunte District,2019,76457.890625,0.02165318779562786
2377,Lunte District,2020,78133.2421875,0.021912081916005688
78,Lupososhi,2000,35199.78515625,
193,Lupososhi,2001,37164.59765625,0.05581887762321003
308,Lupososhi,2002,38511.76171875,0.0362485846062548
423,Lupososhi,2003,39575.171875,0.027612607390335553
538,Lupososhi,2004,41215.39453125,0.041445749406489485
653,Lupososhi,2005,42914.37890625,0.04122208204780886
768,Lupososhi,2006,44116.1953125,0.028004981940329854
883,Lupososhi,2007,45841.390625,0.03910571390573159
998,Lupososhi,2008,47927.4296875,0.045505579871356616
1113,Lupososhi,2009,49825.2578125,0.039597953351021786
1228,Lupososhi,2010,52063.3125,0.04491807540509152
1343,Lupososhi,2011,54722.0390625,0.05106718022407808
1458,Lupososhi,2012,56760.76171875,0.037255970193681875
1573,Lupososhi,2013,58971.23046875,0.03894360616499282
1688,Lupososhi,2014,60283.2265625,0.022248070513727125
1803,Lupososhi,2015,61630.7265625,0.02235281813595269
1918,Lupososhi,2016,63934.62890625,0.03738236545716522
2033,Lupososhi,2017,66118.375,0.034155920369102644
2148,Lupososhi,2018,68665.4453125,0.03852288130946957
2263,Lupososhi,2019,70847.140625,0.03177282696662043
2378,Lupososhi,2020,72709.1328125,0.02628182550592517
51,Lusaka,2000,957944.4375,
166,Lusaka,2001,996451.125,0.04019720350430034
281,Lusaka,2002,1043260.375,0.04697596181649155
396,Lusaka,2003,1099667.875,0.054068477392328784
511,Lusaka,2004,1144980.875,0.041206077789623485
626,Lusaka,2005,1207258.5,0.05439184737474334
741,Lusaka,2006,1269421.125,0.05149073292919448
856,Lusaka,2007,1322965.125,0.04217985579844519
971,Lusaka,2008,1392681.75,0.05269725080621446
1086,Lusaka,2009,1473573.75,0.058083621760678605
1201,Lusaka,2010,1543667.5,0.04756718148650507
1316,Lusaka,2011,1608119.5,0.04175251470928809
1431,Lusaka,2012,1706369.5,0.06109620584788633
1546,Lusaka,2013,1804418.5,0.05746059103845913
1661,Lusaka,2014,1897790.0,0.05174603341741402
1776,Lusaka,2015,1991969.125,0.049625683031315315
1891,Lusaka,2016,2103022.25,0.05575042484656989
2006,Lusaka,2017,2202110.25,0.047116952756919295
2121,Lusaka,2018,2306905.0,0.047588330329964235
2236,Lusaka,2019,2423897.5,0.05071405194405498
2351,Lusaka,2020,2533716.5,0.04530678380583342
79,Luwingu,2000,45749.02734375,
194,Luwingu,2001,47346.640625,0.03492125131417145
309,Luwingu,2002,48806.9453125,0.030842836328474954
424,Luwingu,2003,51245.7109375,0.04996759394354888
539,Luwingu,2004,53413.3828125,0.0422995765956633
654,Luwingu,2005,54319.30859375,0.016960651685929085
769,Luwingu,2006,56843.2265625,0.04646447154963251
884,Luwingu,2007,58807.71875,0.03455982895939247
999,Luwingu,2008,60835.48046875,0.03448121712338992
1114,Luwingu,2009,63308.13671875,0.04064496953007812
1229,Luwingu,2010,65165.328125,0.02933574580627263
1344,Luwingu,2011,67234.140625,0.03174713547105301
1459,Luwingu,2012,70433.734375,0.04758882496685435
1574,Luwingu,2013,73431.0234375,0.04255473728741932
1689,Luwingu,2014,76904.484375,0.04730236315521874
1804,Luwingu,2015,80347.8203125,0.044774189248960816
1919,Luwingu,2016,84180.9921875,0.04770722914562575
2034,Luwingu,2017,86847.734375,0.03167867375048572
2149,Luwingu,2018,89422.8125,0.029650492825536112
2264,Luwingu,2019,92830.203125,0.038104265899711054
2379,Luwingu,2020,95982.8984375,0.03396195641471089
59,Mafinga,2000,48862.359375,
174,Mafinga,2001,51081.1796875,0.04540960241955161
289,Mafinga,2002,53156.28125,0.04062360296286971
404,Mafinga,2003,55180.53515625,0.03808117984645509
519,Mafinga,2004,57256.57421875,0.03762266996181629
634,Mafinga,2005,59542.94921875,0.03993209567978795
749,Mafinga,2006,61066.19921875,0.025582374067563585
864,Mafinga,2007,63415.7890625,0.03847611074226753
979,Mafinga,2008,65838.9921875,0.03821135336835102
1094,Mafinga,2009,68215.4296875,0.036094682209476314
1209,Mafinga,2010,70766.1875,0.037392681160042684
1324,Mafinga,2011,73526.7265625,0.03900929469317527
1439,Mafinga,2012,76100.3203125,0.035002153234883426
1554,Mafinga,2013,79259.8671875,0.041518181027695666
1669,Mafinga,2014,82426.640625,0.03995431168221075
1784,Mafinga,2015,85453.9375,0.036727165538295914
1899,Mafinga,2016,88585.6015625,0.03664739336908851
2014,Mafinga,2017,91738.21875,0.03558837025310169
2129,Mafinga,2018,94896.578125,0.03442795617829675
2244,Mafinga,2019,97727.8125,0.029834946959527153
2359,Mafinga,2020,100778.2890625,0.03121400637612748
29,Mambwe,2000,52331.57421875,
144,Mambwe,2001,54115.18359375,0.03408285345180673
259,Mambwe,2002,56018.9609375,0.03518009581270043
374,Mambwe,2003,57927.72265625,0.03407349381006175
489,Mambwe,2004,59784.4921875,0.03205321124512861
604,Mambwe,2005,61835.1875,0.034301459081871544
719,Mambwe,2006,63981.6484375,0.03471261306517426
834,Mambwe,2007,66109.96875,0.03326454326319883
949,Mambwe,2008,68381.46875,0.03435941723993019
1064,Mambwe,2009,70620.6640625,0.03274564517890677
1179,Mambwe,2010,73039.5625,0.0342519922406741
1294,Mambwe,2011,75854.7890625,0.03854385850818853
1409,Mambwe,2012,78256.1875,0.03165783554577395
1524,Mambwe,2013,81171.1015625,0.03724835256637049
1639,Mambwe,2014,83960.3515625,0.03436259883515724
1754,Mambwe,2015,86744.5078125,0.03316036912884379
1869,Mambwe,2016,89483.3515625,0.031573684825327186
1984,Mambwe,2017,92182.1796875,0.030160114455648035
2099,Mambwe,2018,95002.8203125,0.03059854556012942
2214,Mambwe,2019,97569.9765625,0.027021895155908693
2329,Mambwe,2020,100263.8359375,0.027609511346704085
40,Mansa,2000,99099.75,
155,Mansa,2001,105469.234375,0.06427346562428271
270,Mansa,2002,112271.6796875,0.0644969630509844
385,Mansa,2003,119420.9765625,0.06367854204105217
500,Mansa,2004,127792.65625,0.07010225446547591
615,Mansa,2005,136256.703125,0.06623265470311401
730,Mansa,2006,147318.296875,0.08118201524259883
845,Mansa,2007,158771.265625,0.07774301626442148
960,Mansa,2008,172068.046875,0.08374803335891712
1075,Mansa,2009,188725.984375,0.09681017366403455
1190,Mansa,2010,204409.3125,0.08310105350324792
1305,Mansa,2011,219158.5625,0.07215546992263389
1420,Mansa,2012,240688.015625,0.09823687872108589
1535,Mansa,2013,267380.3125,0.11089998314077887
1650,Mansa,2014,295058.3125,0.10351547479771916
1765,Mansa,2015,330666.78125,0.12068281841746109
1880,Mansa,2016,369436.03125,0.11724567509757988
1995,Mansa,2017,415688.15625,0.12519657285052643
2110,Mansa,2018,465626.53125,0.1201342262202112
2225,Mansa,2019,523906.28125,0.12516415214473464
2340,Mansa,2020,591748.5,0.12949304327509426
68,Manyinga,2000,34544.78515625,
183,Manyinga,2001,35884.08984375,0.03877009746745186
298,Manyinga,2002,37513.0390625,0.04539474808593247
413,Manyinga,2003,38837.94921875,0.035318656908670754
528,Manyinga,2004,40338.01953125,0.03862382908147488
643,Manyinga,2005,42126.28515625,0.044332013464732034
758,Manyinga,2006,43358.59375,0.029252724022050813
873,Manyinga,2007,45187.46875,0.04218021946341377
988,Manyinga,2008,47049.296875,0.04120231065166702
1103,Manyinga,2009,48622.2421875,0.03343185588254349
1218,Manyinga,2010,50671.7890625,0.042152454983388266
1333,Manyinga,2011,52440.94140625,0.034913950671208394
1448,Manyinga,2012,54918.0390625,0.04723594942852749
1563,Manyinga,2013,57059.75,0.038998314107002274
1678,Manyinga,2014,59004.48828125,0.03408248864129271
1793,Manyinga,2015,61408.29296875,0.0407393531834741
1908,Manyinga,2016,63451.80859375,0.033277518820461705
2023,Manyinga,2017,65680.171875,0.035118987632284604
2138,Manyinga,2018,67845.3203125,0.03296502392869227
2253,Manyinga,2019,70167.7265625,0.034230898156318634
2368,Manyinga,2020,72351.421875,0.031121078300220262
17,Masaiti,2000,101409.921875,
132,Masaiti,2001,102384.9765625,0.009614983124647924
247,Masaiti,2002,102579.6640625,0.0019015240959805446
362,Masaiti,2003,103383.5625,0.007836820727061378
477,Masaiti,2004,102578.0703125,-0.00779129842328663
