,Unnamed: 0,district,season_year,mean_growing_spei,median_growing_spei,n_months,province,province_avg_start_date,province_avg_end_date
1276,1276,Lusaka,2000,1.1415863000000002,1.2084913,5,Lusaka,November 07,March 31
1277,1277,Lusaka,2001,0.92848098,0.878272,5,Lusaka,November 07,March 31
1278,1278,Lusaka,2002,0.3552817326666667,0.20047927,3,Lusaka,November 07,March 31
1279,1279,Lusaka,2003,0.4985604599999999,0.48543605,6,Lusaka,November 07,March 31
1280,1280,Lusaka,2004,0.00529698,0.3185894,5,Lusaka,November 07,March 31
1281,1281,Lusaka,2005,-0.6303957494,-0.83885586,5,Lusaka,November 07,March 31
1282,1282,Lusaka,2006,0.1234059774,-0.023936233,5,Lusaka,November 07,March 31
1283,1283,Lusaka,2007,0.806854744,0.8160039,5,Lusaka,November 07,March 31
1284,1284,Lusaka,2008,0.7627949700000001,0.73141515,5,Lusaka,November 07,March 31
1285,1285,Lusaka,2009,1.82984788,1.8113152,5,Lusaka,November 07,March 31
1286,1286,Lusaka,2010,2.2272305,2.1111195,5,Lusaka,November 07,March 31
1287,1287,Lusaka,2011,1.12544455,1.1421557999999998,4,Lusaka,November 07,March 31
1288,1288,Lusaka,2012,1.1699519900000002,1.10546205,6,Lusaka,November 07,March 31
1289,1289,Lusaka,2013,0.644824632,0.5581993,5,Lusaka,November 07,March 31
1290,1290,Lusaka,2014,-0.207150982,-0.22081614,5,Lusaka,November 07,March 31
1291,1291,Lusaka,2015,-0.3532625199999999,-0.31884888,5,Lusaka,November 07,March 31
1292,1292,Lusaka,2016,-0.0479506969999999,-0.10031881,5,Lusaka,November 07,March 31
1293,1293,Lusaka,2017,0.430558066,0.63301647,5,Lusaka,November 07,March 31
1294,1294,Lusaka,2018,0.019588105,-0.01779575,6,Lusaka,November 07,March 31
1295,1295,Lusaka,2019,-0.0959015833333333,-0.09650874,3,Lusaka,November 07,March 31
1296,1296,Lusaka,2020,-0.7249711783333334,-0.77913977,6,Lusaka,November 07,March 31
1297,1297,Lusaka,2021,-1.139231172,-1.1933922,5,Lusaka,November 07,March 31
1298,1298,Luwingu,2000,1.2156227383333331,1.2689101,6,Northern,November 13,May 15
1299,1299,Luwingu,2001,0.0681822435,-0.0331860645,6,Northern,November 13,May 15
1300,1300,Luwingu,2002,0.2424389183333333,0.218715895,6,Northern,November 13,May 15
1301,1301,Luwingu,2003,0.1267312138333333,0.1584113865,6,Northern,November 13,May 15
1302,1302,Luwingu,2004,0.5209299366666666,0.483929515,6,Northern,November 13,May 15
1303,1303,Luwingu,2005,-0.3788417066666666,-0.409825075,6,Northern,November 13,May 15
1304,1304,Luwingu,2006,0.3148536413333333,0.374840305,6,Northern,November 13,May 15
1305,1305,Luwingu,2007,0.7687573371428572,0.8333195,7,Northern,November 13,May 15
1306,1306,Luwingu,2008,-0.309035234,-0.35908028,6,Northern,November 13,May 15
1307,1307,Luwingu,2009,0.8168629383333333,0.80455335,6,Northern,November 13,May 15
1308,1308,Luwingu,2010,-0.6835786133333333,-0.91824212,6,Northern,November 13,May 15
1309,1309,Luwingu,2011,-1.17613612,-1.2505689,5,Northern,November 13,May 15
1310,1310,Luwingu,2012,-0.7512888783333334,-0.7141055000000001,6,Northern,November 13,May 15
1311,1311,Luwingu,2013,-0.41947593,-0.31506667,7,Northern,November 13,May 15
1312,1312,Luwingu,2014,-0.4214084816666667,-0.42331505,6,Northern,November 13,May 15
1313,1313,Luwingu,2015,-0.0984244913833333,-0.0708751715,6,Northern,November 13,May 15
1314,1314,Luwingu,2016,-1.0762759216666666,-1.0871603,6,Northern,November 13,May 15
1315,1315,Luwingu,2017,-1.0190377333333334,-1.01817935,6,Northern,November 13,May 15
1316,1316,Luwingu,2018,0.0599166005,0.17510353,6,Northern,November 13,May 15
1317,1317,Luwingu,2019,0.3347762548,0.3539663,5,Northern,November 13,May 15
1318,1318,Luwingu,2020,1.4371024833333337,1.47035335,6,Northern,November 13,May 15
1319,1319,Luwingu,2021,0.9001307916666668,0.911694165,6,Northern,November 13,May 15
1320,1320,Mafinga,2000,0.017436925,-0.027227795,6,Muchinga,November 24,May 12
1321,1321,Mafinga,2001,-1.07759437,-1.155161,5,Muchinga,November 24,May 12
1322,1322,Mafinga,2002,-0.4521054308333334,-0.37974259,6,Muchinga,November 24,May 12
1323,1323,Mafinga,2003,-0.4263054220000001,-0.3939659,5,Muchinga,November 24,May 12
1324,1324,Mafinga,2004,-0.2350215457142857,-0.20738731,7,Muchinga,November 24,May 12
1325,1325,Mafinga,2005,-0.794371662,-0.762852,5,Muchinga,November 24,May 12
1326,1326,Mafinga,2006,-0.3210457866666667,-0.29429974,6,Muchinga,November 24,May 12
1327,1327,Mafinga,2007,0.0911283316666666,0.12676681,6,Muchinga,November 24,May 12
1328,1328,Mafinga,2008,-0.9149579033333334,-0.96015063,6,Muchinga,November 24,May 12
1329,1329,Mafinga,2009,0.3424934678333333,0.356660795,6,Muchinga,November 24,May 12
1330,1330,Mafinga,2010,-0.5036581538333333,-0.46425917,6,Muchinga,November 24,May 12
1331,1331,Mafinga,2011,-0.481139818,-0.50010484,5,Muchinga,November 24,May 12
1332,1332,Mafinga,2012,-0.2299000071428571,-0.2782165,7,Muchinga,November 24,May 12
1333,1333,Mafinga,2013,-0.3435693816666667,-0.279297715,6,Muchinga,November 24,May 12
1334,1334,Mafinga,2014,-0.0907632529999999,-0.079641818,6,Muchinga,November 24,May 12
1335,1335,Mafinga,2015,-0.0760780713333333,-0.0711524405,6,Muchinga,November 24,May 12
1336,1336,Mafinga,2016,0.0648507629999999,0.065046266,7,Muchinga,November 24,May 12
1337,1337,Mafinga,2017,0.1615881873333333,0.1129750549999999,6,Muchinga,November 24,May 12
1338,1338,Mafinga,2018,0.6441374616666667,0.69654732,6,Muchinga,November 24,May 12
1339,1339,Mafinga,2019,1.1061427916666666,1.09869015,6,Muchinga,November 24,May 12
1340,1340,Mafinga,2020,1.4980071333333334,1.50739065,6,Muchinga,November 24,May 12
1341,1341,Mafinga,2021,1.3784371,1.4864315,5,Muchinga,November 24,May 12
1342,1342,Mambwe,2000,0.2568768663333333,0.264126525,6,Eastern,November 26,May 04
1343,1343,Mambwe,2001,-0.2114712333333333,-0.2341852,6,Eastern,November 26,May 04
1344,1344,Mambwe,2002,0.06953471446,0.0419478229999999,4,Eastern,November 26,May 04
1345,1345,Mambwe,2003,0.302059456,0.31684762,5,Eastern,November 26,May 04
1346,1346,Mambwe,2004,0.3811509499999999,0.45961316,6,Eastern,November 26,May 04
1347,1347,Mambwe,2005,-0.242109372,-0.3065083199999999,4,Eastern,November 26,May 04
1348,1348,Mambwe,2006,0.7686906566666667,0.97802267,6,Eastern,November 26,May 04
1349,1349,Mambwe,2007,1.32639905,1.358306,4,Eastern,November 26,May 04
1350,1350,Mambwe,2008,0.703097026,0.7184072,5,Eastern,November 26,May 04
1351,1351,Mambwe,2009,2.0068270666666668,2.097115,6,Eastern,November 26,May 04
1352,1352,Mambwe,2010,1.5466431333333333,1.4392746,6,Eastern,November 26,May 04
1353,1353,Mambwe,2011,1.07727935,1.0435555,4,Eastern,November 26,May 04
1354,1354,Mambwe,2012,1.2442987666666667,1.3031964,6,Eastern,November 26,May 04
1355,1355,Mambwe,2013,-0.0003597024999999,0.051490915,4,Eastern,November 26,May 04
1356,1356,Mambwe,2014,-0.9889472166666669,-1.04884565,6,Eastern,November 26,May 04
1357,1357,Mambwe,2015,-1.58168078,-1.6045877,5,Eastern,November 26,May 04
1358,1358,Mambwe,2016,-1.7716436333333334,-1.745103,6,Eastern,November 26,May 04
1359,1359,Mambwe,2017,-1.3471774333333333,-1.3054898,6,Eastern,November 26,May 04
1360,1360,Mambwe,2018,-0.7636296000000001,-0.7008868699999999,6,Eastern,November 26,May 04
1361,1361,Mambwe,2019,-0.212722842,-0.27802476,5,Eastern,November 26,May 04
1362,1362,Mambwe,2020,0.0347712625999999,-0.047403593,5,Eastern,November 26,May 04
1363,1363,Mambwe,2021,-0.0890651099999999,-0.03209508,4,Eastern,November 26,May 04
1364,1364,Mansa,2000,0.8948749133333335,1.05847715,6,Luapula,November 10,May 14
1365,1365,Mansa,2001,0.6369858183333333,0.58138332,6,Luapula,November 10,May 14
1366,1366,Mansa,2002,1.069970845,1.11081685,6,Luapula,November 10,May 14
1367,1367,Mansa,2003,0.815898125,0.8749740749999999,6,Luapula,November 10,May 14
1368,1368,Mansa,2004,0.7416605342857142,1.00281,7,Luapula,November 10,May 14
1369,1369,Mansa,2005,-0.5651856350000001,-0.5932399,6,Luapula,November 10,May 14
1370,1370,Mansa,2006,-0.1144023801666666,-0.0731732305,6,Luapula,November 10,May 14
1371,1371,Mansa,2007,0.1983719618857143,0.09509537,7,Luapula,November 10,May 14
1372,1372,Mansa,2008,-0.038594514,0.06235264,5,Luapula,November 10,May 14
1373,1373,Mansa,2009,1.2775634000000002,1.25106545,6,Luapula,November 10,May 14
1374,1374,Mansa,2010,0.4543040636666667,0.536162,6,Luapula,November 10,May 14
1375,1375,Mansa,2011,0.969212472,0.88898796,5,Luapula,November 10,May 14
1376,1376,Mansa,2012,0.8073132550000001,0.8567981499999999,6,Luapula,November 10,May 14
1377,1377,Mansa,2013,0.253425302,0.23582977,7,Luapula,November 10,May 14
1378,1378,Mansa,2014,-0.57577666,-0.529847475,6,Luapula,November 10,May 14
1379,1379,Mansa,2015,-1.2141823,-1.1994598,6,Luapula,November 10,May 14
1380,1380,Mansa,2016,-1.6782010500000002,-1.6178667999999998,6,Luapula,November 10,May 14
1381,1381,Mansa,2017,-1.1913101833333333,-1.23397885,6,Luapula,November 10,May 14
1382,1382,Mansa,2018,-0.1224774716666666,-0.0678795099999999,6,Luapula,November 10,May 14
1383,1383,Mansa,2019,0.133322112,0.14789125,5,Luapula,November 10,May 14
1384,1384,Mansa,2020,1.0951834500000002,1.1236755,6,Luapula,November 10,May 14
1385,1385,Mansa,2021,0.2445737113333334,0.19516827,6,Luapula,November 10,May 14
1386,1386,Manyinga,2000,-0.4853818316666666,-0.440370285,6,North-Western,November 04,May 06
1387,1387,Manyinga,2001,-0.7553877566666668,-0.7046158499999999,6,North-Western,November 04,May 06
1388,1388,Manyinga,2002,-0.8536873140000001,-0.91866034,5,North-Western,November 04,May 06
1389,1389,Manyinga,2003,-0.4671435934285714,-0.27080128,7,North-Western,November 04,May 06
1390,1390,Manyinga,2004,-0.437262765,-0.57558507,6,North-Western,November 04,May 06
1391,1391,Manyinga,2005,-0.8454609299999999,-0.953255915,6,North-Western,November 04,May 06
1392,1392,Manyinga,2006,-0.3379356358333333,-0.369483985,6,North-Western,November 04,May 06
1393,1393,Manyinga,2007,-0.2974785678571428,-0.15987852,7,North-Western,November 04,May 06
1394,1394,Manyinga,2008,-0.1485343499999999,-0.06674115,6,North-Western,November 04,May 06
1395,1395,Manyinga,2009,0.8457173933333332,0.86951925,6,North-Western,November 04,May 06
1396,1396,Manyinga,2010,1.1340906,1.256479,7,North-Western,November 04,May 06
1397,1397,Manyinga,2011,1.3208435833333334,1.32012745,6,North-Western,November 04,May 06
1398,1398,Manyinga,2012,1.2859596999999998,1.2527887,6,North-Western,November 04,May 06
1399,1399,Manyinga,2013,1.0888257857142858,1.1025406,7,North-Western,November 04,May 06
1400,1400,Manyinga,2014,0.0965630173333332,0.001547727,6,North-Western,November 04,May 06
1401,1401,Manyinga,2015,-0.39968058,-0.4341261,5,North-Western,November 04,May 06
1402,1402,Manyinga,2016,-0.8006643666666667,-0.7387296999999999,6,North-Western,November 04,May 06
1403,1403,Manyinga,2017,-0.7878587916666667,-0.80388644,6,North-Western,November 04,May 06
1404,1404,Manyinga,2018,-0.7242216350000001,-0.636627125,6,North-Western,November 04,May 06
1405,1405,Manyinga,2019,-0.59806817,-0.64780366,5,North-Western,November 04,May 06
1406,1406,Manyinga,2020,-0.1106328214285714,-0.12299796,7,North-Western,November 04,May 06
1407,1407,Manyinga,2021,-0.848326428,-0.9064096,5,North-Western,November 04,May 06
1408,1408,Masaiti,2000,1.131559132,0.9750407,5,Copperbelt,November 13,May 07
1409,1409,Masaiti,2001,0.9727779166666668,0.95349075,6,Copperbelt,November 13,May 07
1410,1410,Masaiti,2002,1.2035321,1.2560872,5,Copperbelt,November 13,May 07
1411,1411,Masaiti,2003,1.5312662666666668,1.52747175,6,Copperbelt,November 13,May 07
1412,1412,Masaiti,2004,0.84223666,1.3347584,5,Copperbelt,November 13,May 07
1413,1413,Masaiti,2005,-0.4001006439999999,-0.55671304,5,Copperbelt,November 13,May 07
1414,1414,Masaiti,2006,0.1161431533333333,0.1047576849999999,6,Copperbelt,November 13,May 07
1415,1415,Masaiti,2007,0.1839355601666666,0.1836739399999999,6,Copperbelt,November 13,May 07
1416,1416,Masaiti,2008,0.39835928172,0.2801154,5,Copperbelt,November 13,May 07
1417,1417,Masaiti,2009,1.5329604428571426,1.5177519,7,Copperbelt,November 13,May 07
1418,1418,Masaiti,2010,1.3974169799999998,1.4533404,5,Copperbelt,November 13,May 07
1419,1419,Masaiti,2011,1.094717565,1.06491413,4,Copperbelt,November 13,May 07
1420,1420,Masaiti,2012,0.9495715433333336,1.0143348,6,Copperbelt,November 13,May 07
1421,1421,Masaiti,2013,0.1605542474857142,0.3193438,7,Copperbelt,November 13,May 07
1422,1422,Masaiti,2014,-0.7965465183333333,-0.8025903249999999,6,Copperbelt,November 13,May 07
1423,1423,Masaiti,2015,-1.1635280140000002,-1.1552582,5,Copperbelt,November 13,May 07
1424,1424,Masaiti,2016,-0.8573865166666667,-0.94867523,6,Copperbelt,November 13,May 07
1425,1425,Masaiti,2017,0.4208576616666666,0.44083478,6,Copperbelt,November 13,May 07
1426,1426,Masaiti,2018,0.7608913833333334,0.79853615,6,Copperbelt,November 13,May 07
1427,1427,Masaiti,2019,0.300981984,0.22293049,5,Copperbelt,November 13,May 07
1428,1428,Masaiti,2020,0.2457466389999999,0.21969761,5,Copperbelt,November 13,May 07
1429,1429,Masaiti,2021,-0.554800792,-0.6219041,5,Copperbelt,November 13,May 07
1430,1430,Mazabuka,2000,0.778898766,0.8473349,5,Southern,October 16,March 04
1431,1431,Mazabuka,2001,0.7579619,0.6900211,5,Southern,October 16,March 04
1432,1432,Mazabuka,2002,0.0466152033333333,-0.08888693,3,Southern,October 16,March 04
1433,1433,Mazabuka,2003,0.3870754016666666,0.401403695,6,Southern,October 16,March 04
1434,1434,Mazabuka,2004,0.130396422,0.3653355,5,Southern,October 16,March 04
1435,1435,Mazabuka,2005,-0.63301162675,-0.736991255,4,Southern,October 16,March 04
1436,1436,Mazabuka,2006,0.658590812,0.6027769,5,Southern,October 16,March 04
1437,1437,Mazabuka,2007,1.27341868,1.3466322,5,Southern,October 16,March 04
1438,1438,Mazabuka,2008,1.3015455800000002,1.3036631,5,Southern,October 16,March 04
1439,1439,Mazabuka,2009,1.86508512,1.7962428,5,Southern,October 16,March 04
1440,1440,Mazabuka,2010,1.9589089,2.0087214,5,Southern,October 16,March 04
1441,1441,Mazabuka,2011,1.260837475,1.25538705,4,Southern,October 16,March 04
1442,1442,Mazabuka,2012,1.22314148,1.12734,5,Southern,October 16,March 04
1443,1443,Mazabuka,2013,0.8343907679999999,0.8544693,5,Southern,October 16,March 04
1444,1444,Mazabuka,2014,0.081303196,0.06322178,5,Southern,October 16,March 04
1445,1445,Mazabuka,2015,-0.4632363919999999,-0.42338014,5,Southern,October 16,March 04
1446,1446,Mazabuka,2016,-0.3011723343,-0.32791355,5,Southern,October 16,March 04
1447,1447,Mazabuka,2017,0.222343312,0.30415827,5,Southern,October 16,March 04
1448,1448,Mazabuka,2018,-0.0697331151666666,-0.0866047475,6,Southern,October 16,March 04
1449,1449,Mazabuka,2019,-0.165919765,-0.123183645,3,Southern,October 16,March 04
1450,1450,Mazabuka,2020,-0.171447773,-0.178803155,4,Southern,October 16,March 04
1451,1451,Mazabuka,2021,-0.930280198,-1.0671457,5,Southern,October 16,March 04
1452,1452,Mbala,2000,0.3993003666666667,0.49617906,6,Northern,November 13,May 15
1453,1453,Mbala,2001,-0.54419609,-0.58633006,7,Northern,November 13,May 15
1454,1454,Mbala,2002,-0.6820757283333334,-0.50682687,6,Northern,November 13,May 15
1455,1455,Mbala,2003,-0.500497052,-0.53766334,5,Northern,November 13,May 15
1456,1456,Mbala,2004,-0.696256855,-0.775286555,6,Northern,November 13,May 15
1457,1457,Mbala,2005,-1.4416315333333334,-1.44183925,6,Northern,November 13,May 15
1458,1458,Mbala,2006,-0.5793350728571429,-0.44183812,7,Northern,November 13,May 15
1459,1459,Mbala,2007,-0.3984083378571428,-0.38273087,7,Northern,November 13,May 15
1460,1460,Mbala,2008,-0.5155740316666667,-0.48270173,6,Northern,November 13,May 15
1461,1461,Mbala,2009,0.5399407599999999,0.6205415999999999,6,Northern,November 13,May 15
1462,1462,Mbala,2010,-1.1016531,-1.16667895,6,Northern,November 13,May 15
1463,1463,Mbala,2011,-1.18015814,-1.1431495,5,Northern,November 13,May 15
1464,1464,Mbala,2012,-1.4559254142857143,-1.4478109,7,Northern,November 13,May 15
1465,1465,Mbala,2013,-1.18319469,-1.10746797,6,Northern,November 13,May 15
1466,1466,Mbala,2014,-0.4772368633333332,-0.495088465,6,Northern,November 13,May 15
1467,1467,Mbala,2015,0.0153239401666666,0.1137316505,6,Northern,November 13,May 15
1468,1468,Mbala,2016,-0.3613230533333333,-0.32319155,6,Northern,November 13,May 15
1469,1469,Mbala,2017,-0.4121983616666666,-0.4741714,6,Northern,November 13,May 15
1470,1470,Mbala,2018,-0.0892349426666666,-0.092873075,6,Northern,November 13,May 15
1471,1471,Mbala,2019,0.4684065866666667,0.47463798,6,Northern,November 13,May 15
1472,1472,Mbala,2020,1.17799139,1.1949205,5,Northern,November 13,May 15
1473,1473,Mbala,2021,1.06423073,1.1623622,6,Northern,November 13,May 15
1474,1474,Milengi,2000,0.9660773233333332,1.0784884,6,Luapula,November 10,May 14
1475,1475,Milengi,2001,0.4864761149999999,0.430377705,6,Luapula,November 10,May 14
1476,1476,Milengi,2002,0.9476285816666666,0.889169545,6,Luapula,November 10,May 14
1477,1477,Milengi,2003,1.0717469333333334,1.12417175,6,Luapula,November 10,May 14
1478,1478,Milengi,2004,0.7090715341666666,0.831677125,6,Luapula,November 10,May 14
1479,1479,Milengi,2005,-0.4774653883333333,-0.502150765,6,Luapula,November 10,May 14
1480,1480,Milengi,2006,-0.1057726813333333,-0.11999487,6,Luapula,November 10,May 14
1481,1481,Milengi,2007,0.1232104422857142,0.063594736,7,Luapula,November 10,May 14
1482,1482,Milengi,2008,-0.0958521198,-0.018699495,5,Luapula,November 10,May 14
1483,1483,Milengi,2009,1.135476842857143,1.2546226,7,Luapula,November 10,May 14
1484,1484,Milengi,2010,0.762649305,0.678532475,6,Luapula,November 10,May 14
1485,1485,Milengi,2011,1.022865882,0.96641344,5,Luapula,November 10,May 14
1486,1486,Milengi,2012,1.004220225,1.08132655,6,Luapula,November 10,May 14
1487,1487,Milengi,2013,0.3571692277142856,0.37443197,7,Luapula,November 10,May 14
1488,1488,Milengi,2014,-0.4977509166666666,-0.471031055,6,Luapula,November 10,May 14
1489,1489,Milengi,2015,-1.13816501,-1.1862814,6,Luapula,November 10,May 14
1490,1490,Milengi,2016,-1.30194789,-1.29849485,6,Luapula,November 10,May 14
1491,1491,Milengi,2017,-0.66333849,-0.75517935,6,Luapula,November 10,May 14
1492,1492,Milengi,2018,0.1580804741666666,0.1654806975,6,Luapula,November 10,May 14
1493,1493,Milengi,2019,0.2752393759999999,0.2654297,5,Luapula,November 10,May 14
1494,1494,Milengi,2020,0.867249592,0.7954006,5,Luapula,November 10,May 14
1495,1495,Milengi,2021,0.20188726,0.27242112,6,Luapula,November 10,May 14
1496,1496,Mitete,2000,-0.3044985661666666,-0.30238946,6,Western,November 07,April 13
1497,1497,Mitete,2001,-0.0062980634285714,0.021183344,7,Western,November 07,April 13
1498,1498,Mitete,2002,-0.2206246386666666,-0.19355065,6,Western,November 07,April 13
1499,1499,Mitete,2003,0.2920304175,0.37525186,6,Western,November 07,April 13
1500,1500,Mitete,2004,0.0572707349999999,-0.0061560749999999,6,Western,November 07,April 13
1501,1501,Mitete,2005,-0.55287735,-0.6175054,6,Western,November 07,April 13
1502,1502,Mitete,2006,-0.1117754723333333,-0.137234385,6,Western,November 07,April 13
1503,1503,Mitete,2007,-0.2413315521428571,-0.13698313,7,Western,November 07,April 13
1504,1504,Mitete,2008,0.608293956,0.5992744,5,Western,November 07,April 13
1505,1505,Mitete,2009,1.4053495666666669,1.393908,6,Western,November 07,April 13
1506,1506,Mitete,2010,1.8081533,1.7677133,6,Western,November 07,April 13
1507,1507,Mitete,2011,2.00667258,1.9715964,5,Western,November 07,April 13
1508,1508,Mitete,2012,1.6059591000000002,1.6375211,5,Western,November 07,April 13
1509,1509,Mitete,2013,1.3643538666666668,1.38210985,6,Western,November 07,April 13
1510,1510,Mitete,2014,0.4115499961666666,0.34583461,6,Western,November 07,April 13
1511,1511,Mitete,2015,-0.55119041,-0.6575263,5,Western,November 07,April 13
1512,1512,Mitete,2016,-0.5904540133333334,-0.60452805,6,Western,November 07,April 13
1513,1513,Mitete,2017,-0.2732778219999999,-0.20990288,5,Western,November 07,April 13
1514,1514,Mitete,2018,-0.42318731,-0.43741277,6,Western,November 07,April 13
1515,1515,Mitete,2019,-0.363647222,-0.5100379,5,Western,November 07,April 13
1516,1516,Mitete,2020,-0.0203747283333333,0.005921325,6,Western,November 07,April 13
1517,1517,Mitete,2021,-0.6454284859999999,-0.7176719,5,Western,November 07,April 13
1518,1518,Mkushi,2000,1.5536637400000002,1.4390335,5,Central,November 18,April 22
1519,1519,Mkushi,2001,1.3646519333333331,1.38245225,6,Central,November 18,April 22
1520,1520,Mkushi,2002,1.2801506799999998,1.3566264,5,Central,November 18,April 22
1521,1521,Mkushi,2003,1.4900905,1.4782062,6,Central,November 18,April 22
1522,1522,Mkushi,2004,0.5364020133333333,0.76477346,6,Central,November 18,April 22
1523,1523,Mkushi,2005,-0.158654303,-0.283747021,4,Central,November 18,April 22
1524,1524,Mkushi,2006,0.3920295649999999,0.37100144,6,Central,November 18,April 22
1525,1525,Mkushi,2007,0.457342546,0.41570017,5,Central,November 18,April 22
1526,1526,Mkushi,2008,0.3089019924,0.23717304,5,Central,November 18,April 22
1527,1527,Mkushi,2009,1.4767685499999998,1.4517647,6,Central,November 18,April 22
1528,1528,Mkushi,2010,1.4058101,1.429831,5,Central,November 18,April 22
1529,1529,Mkushi,2011,0.8343438350000001,0.82331785,4,Central,November 18,April 22
1530,1530,Mkushi,2012,0.7528061233333334,0.7318863,6,Central,November 18,April 22
1531,1531,Mkushi,2013,-0.1545262854,-0.014466889,5,Central,November 18,April 22
1532,1532,Mkushi,2014,-1.072656423333333,-1.0416154199999998,6,Central,November 18,April 22
1533,1533,Mkushi,2015,-1.2455973,-1.2620149,5,Central,November 18,April 22
1534,1534,Mkushi,2016,-0.91207804,-0.99029935,6,Central,November 18,April 22
1535,1535,Mkushi,2017,0.134341011,0.2284451499999999,6,Central,November 18,April 22
1536,1536,Mkushi,2018,0.3817656133333333,0.35970619,6,Central,November 18,April 22
1537,1537,Mkushi,2019,0.120206206,0.032676794,5,Central,November 18,April 22
1538,1538,Mkushi,2020,0.2667396959999999,0.3020601,5,Central,November 18,April 22
1539,1539,Mkushi,2021,-0.17480273,-0.18282282,5,Central,November 18,April 22
1540,1540,Mongu,2000,0.0963386326,0.150802,5,Western,November 07,April 13
1541,1541,Mongu,2001,0.3967553016666666,0.387979425,6,Western,November 07,April 13
1542,1542,Mongu,2002,0.0641401091666666,-0.002290431,6,Western,November 07,April 13
1543,1543,Mongu,2003,0.43558601,0.522862675,6,Western,November 07,April 13
1544,1544,Mongu,2004,0.251644558,0.4553058,5,Western,November 07,April 13
1545,1545,Mongu,2005,-0.1996590848,-0.21547046,5,Western,November 07,April 13
1546,1546,Mongu,2006,0.6521826519999999,0.7160107,5,Western,November 07,April 13
1547,1547,Mongu,2007,0.90379325,0.84092195,6,Western,November 07,April 13
1548,1548,Mongu,2008,1.3493968,1.3821718,5,Western,November 07,April 13
1549,1549,Mongu,2009,1.7364207499999995,1.714317,6,Western,November 07,April 13
1550,1550,Mongu,2010,1.92227325,1.9122429,6,Western,November 07,April 13
1551,1551,Mongu,2011,1.792862966666667,1.7023548,3,Western,November 07,April 13
1552,1552,Mongu,2012,1.5102292599999998,1.5238667,5,Western,November 07,April 13
1553,1553,Mongu,2013,1.22858365,1.2314256499999998,6,Western,November 07,April 13
1554,1554,Mongu,2014,0.17749062,0.1783075,5,Western,November 07,April 13
1555,1555,Mongu,2015,-0.8231712,-0.85845524,5,Western,November 07,April 13
1556,1556,Mongu,2016,-0.542088561,-0.6799222,5,Western,November 07,April 13
1557,1557,Mongu,2017,0.0400406454,0.048310302,5,Western,November 07,April 13
1558,1558,Mongu,2018,-0.1210957866666666,-0.1594458899999999,6,Western,November 07,April 13
1559,1559,Mongu,2019,-0.340459358,-0.3714211,5,Western,November 07,April 13
1560,1560,Mongu,2020,-0.30311153525,-0.1960790375,4,Western,November 07,April 13
1561,1561,Mongu,2021,-1.112412188,-1.1194115,5,Western,November 07,April 13
1562,1562,Monze,2000,0.8309360283333334,0.8629198,6,Southern,October 16,March 04
1563,1563,Monze,2001,0.7702187739999999,0.7336399,5,Southern,October 16,March 04
1564,1564,Monze,2002,0.1074827383333333,0.014384075,3,Southern,October 16,March 04
1565,1565,Monze,2003,0.4623223516666666,0.486109185,6,Southern,October 16,March 04
1566,1566,Monze,2004,0.185755226,0.44284222,5,Southern,October 16,March 04
1567,1567,Monze,2005,-0.49027365,-0.57739855,4,Southern,October 16,March 04
1568,1568,Monze,2006,0.749652296,0.632936,5,Southern,October 16,March 04
1569,1569,Monze,2007,1.2862757000000002,1.2949787,5,Southern,October 16,March 04
1570,1570,Monze,2008,1.37022872,1.3530688,5,Southern,October 16,March 04
1571,1571,Monze,2009,1.7819927,1.7146392,5,Southern,October 16,March 04
1572,1572,Monze,2010,1.89117464,1.9125109,5,Southern,October 16,March 04
1573,1573,Monze,2011,1.341391925,1.2972502499999998,4,Southern,October 16,March 04
1574,1574,Monze,2012,1.20100768,1.1832583,5,Southern,October 16,March 04
1575,1575,Monze,2013,0.89120925,0.93554395,5,Southern,October 16,March 04
1576,1576,Monze,2014,0.108072638,0.13460432,5,Southern,October 16,March 04
1577,1577,Monze,2015,-0.5771038199999999,-0.55541736,5,Southern,October 16,March 04
1578,1578,Monze,2016,-0.399569742,-0.44465598,5,Southern,October 16,March 04
1579,1579,Monze,2017,0.08071543,0.13371263,5,Southern,October 16,March 04
1580,1580,Monze,2018,-0.2245297393333333,-0.275781035,6,Southern,October 16,March 04
1581,1581,Monze,2019,-0.3508808566666667,-0.3086676,3,Southern,October 16,March 04
1582,1582,Monze,2020,-0.4459250666666666,-0.4520339,3,Southern,October 16,March 04
1583,1583,Monze,2021,-1.20950594,-1.3439668,5,Southern,October 16,March 04
1584,1584,Mpika,2000,0.1230552371666666,0.12365851,6,Muchinga,November 24,May 12
1585,1585,Mpika,2001,-0.5298556566666667,-0.5857099,6,Muchinga,November 24,May 12
1586,1586,Mpika,2002,-0.0136197758333333,0.0883658725,6,Muchinga,November 24,May 12
1587,1587,Mpika,2003,0.3298790146116666,0.371591165,6,Muchinga,November 24,May 12
1588,1588,Mpika,2004,0.57669131,0.6529937,5,Muchinga,November 24,May 12
1589,1589,Mpika,2005,-0.02744769,-0.05040392,5,Muchinga,November 24,May 12
1590,1590,Mpika,2006,0.7933656399999999,0.98057372,6,Muchinga,November 24,May 12
1591,1591,Mpika,2007,1.2830325833333334,1.2855777000000002,6,Muchinga,November 24,May 12
